method,sample_index,repeat,latency_ms,returned
d_mmr_1.0_10,90,1,19.769400008954108,5
d_mmr_1.0_10,1,2,19.816100015304983,5
Hybrid,57,0,32.37099992111325,5
d_threshold_0.3,78,0,22.1607000567019,5
d_mmr_1.0_10,1,1,20.1480999821797,5
BM25,14,1,15.201100031845272,5
d_dense_control,30,2,17.961999983526766,5
BM25,43,2,17.46339991223067,5
Hybrid,53,1,41.41000006347895,5
Hybrid,69,0,38.633499993011355,5
BM25,82,1,16.826400067657232,5
d_threshold_0.3,8,0,18.228800036013126,5
d_threshold_0.3,53,0,20.255299983546138,5
d_dense_control,99,0,21.26239996869117,5
d_dense_control,54,2,23.01789994817227,5
d_mmr_1.0_10,58,1,18.297199974767864,5
d_dense_control,12,2,21.104699932038784,5
Hybrid,37,0,41.80160001851618,5
d_mmr_1.0_10,72,1,22.081100032664835,5
Hybrid,44,1,36.38130007311702,5
d_dense_control,88,2,18.46420008223504,5
d_mmr_1.0_10,14,0,16.20330009609461,5
d_threshold_0.3,60,0,17.403600038960576,5
d_mmr_1.0_10,61,1,23.543499992229044,5
Hybrid,12,2,38.43999991659075,5
d_threshold_0.3,75,0,21.06090006418526,5
d_threshold_0.3,24,1,17.836700077168643,5
BM25,87,1,16.1539000691846,5
BM25,85,2,18.895499990321696,5
d_threshold_0.3,63,1,19.300000043585896,5
BM25,47,0,17.89329992607236,5
d_threshold_0.3,31,2,22.296900046058,5
BM25,58,1,16.762100043706596,5
d_mmr_1.0_10,81,2,21.956599899567664,5
d_mmr_1.0_10,64,1,17.03860005363822,5
Hybrid,64,1,34.11360003519803,5
BM25,39,1,17.361599951982498,5
Hybrid,63,1,36.00469999946654,5
d_dense_control,9,2,17.562599969096482,5
d_dense_control,47,2,17.59559998754412,5
BM25,76,1,17.192999948747456,5
BM25,13,0,16.716000041924417,5
d_threshold_0.3,33,1,17.957500065676868,5
d_dense_control,21,0,18.744100001640618,5
d_mmr_1.0_10,8,2,18.152100034058094,5
BM25,0,1,18.228299915790558,5
d_threshold_0.3,62,0,20.192199968732893,5
d_threshold_0.3,68,0,18.715400015935302,5
Hybrid,10,0,34.06829992309213,5
d_dense_control,55,0,17.241899971850216,5
d_mmr_1.0_10,55,1,17.650900059379637,5
d_mmr_1.0_10,92,1,18.99140002205968,5
d_mmr_1.0_10,71,2,20.308900042437017,5
d_mmr_1.0_10,46,0,16.79580006748438,5
d_mmr_1.0_10,36,0,19.60040000267327,5
d_dense_control,3,2,27.0261000841856,5
d_mmr_1.0_10,26,2,19.892400014214218,5
BM25,72,1,17.086600069887936,5
d_threshold_0.3,46,1,17.04459998290986,5
Hybrid,21,2,36.83530003763735,5
d_threshold_0.3,41,2,19.083699909970164,5
Hybrid,79,2,34.90560001228005,5
BM25,2,0,17.738300026394427,5
d_threshold_0.3,9,2,16.65160001721233,5
Hybrid,7,2,36.09139996115118,5
d_dense_control,96,2,18.14529998227954,5
d_dense_control,0,1,16.945600043982267,5
d_mmr_1.0_10,99,1,20.134499995037913,5
d_mmr_1.0_10,87,2,16.003699973225594,5
d_mmr_1.0_10,37,1,17.09760003723204,5
d_mmr_1.0_10,73,0,19.135099952109158,5
d_threshold_0.3,66,1,24.265000014565885,5
BM25,78,0,16.860300092957914,5
BM25,7,2,17.055600066669285,5
d_threshold_0.3,77,2,22.054500062949955,5
Hybrid,71,1,37.07119997125119,5
d_threshold_0.3,61,0,29.046299983747303,5
d_threshold_0.3,19,1,22.11480005644262,5
d_mmr_1.0_10,6,2,15.570199931971729,5
d_dense_control,60,1,18.006299971602857,5
d_dense_control,62,2,18.53820006363094,5
BM25,43,1,16.4500999962911,5
d_mmr_1.0_10,7,0,17.957500065676868,5
d_mmr_1.0_10,95,2,21.868200041353703,5
Hybrid,9,0,33.0603999318555,5
d_mmr_1.0_10,28,1,22.273499984294176,5
Hybrid,4,1,34.46400002576411,5
BM25,74,2,17.527999938465655,5
BM25,32,0,19.98710003681481,5
BM25,62,0,16.35829999577254,5
d_threshold_0.3,36,2,20.28479997534305,5
d_threshold_0.3,47,2,19.04909999575466,5
BM25,94,1,19.27389996126294,5
d_mmr_1.0_10,68,0,20.049900049343705,5
d_dense_control,47,0,20.582800032570958,5
d_dense_control,72,1,20.442300010472536,5
d_threshold_0.3,98,1,18.245100043714046,5
d_dense_control,92,1,22.843000013381243,5
d_threshold_0.3,99,0,18.65459990222007,5
Hybrid,79,1,34.89490004722029,5
d_threshold_0.3,67,2,20.68170008715242,5
d_mmr_1.0_10,92,2,19.304300076328218,5
Hybrid,68,1,34.42110004834831,5
d_mmr_1.0_10,97,2,22.858700016513467,5
Hybrid,80,2,31.181200058199465,5
BM25,97,1,17.18690001871437,5
d_threshold_0.3,13,0,19.82580008916557,5
d_mmr_1.0_10,38,2,18.092600046657026,5
d_dense_control,70,0,19.263499998487532,5
d_threshold_0.3,40,2,20.134400110691786,5
d_mmr_1.0_10,47,1,18.74369999859482,5
Hybrid,45,0,38.34670002106577,5
d_dense_control,14,2,15.877899946644902,5
d_threshold_0.3,87,0,15.999399940483272,5
Hybrid,44,0,33.47799996845424,5
BM25,45,0,16.58519997727126,5
Hybrid,82,2,38.400899968110025,5
d_dense_control,73,2,20.75409993994981,5
d_dense_control,15,1,19.819800043478608,5
d_mmr_1.0_10,95,1,20.818699966184795,5
Hybrid,56,1,38.75569999217987,5
BM25,38,0,16.53780008200556,5
d_dense_control,21,1,20.47750004567206,5
d_mmr_1.0_10,67,1,16.8903999729082,5
Hybrid,49,2,33.54829992167652,5
d_threshold_0.3,80,0,17.60310004465282,5
d_mmr_1.0_10,36,2,17.053700052201748,5
Hybrid,84,0,36.941700032912195,5
d_dense_control,59,0,17.939800047315657,5
d_threshold_0.3,15,1,20.562299992889166,5
Hybrid,11,1,35.938299959525466,5
d_mmr_1.0_10,98,1,20.934200030751526,5
d_threshold_0.3,64,1,23.103600018657744,5
Hybrid,16,2,42.771700071170926,5
d_mmr_1.0_10,33,1,18.90189992263913,5
d_mmr_1.0_10,15,2,21.28620003350079,5
BM25,48,2,18.096800078637898,5
d_mmr_1.0_10,42,1,19.609899958595634,5
d_mmr_1.0_10,66,1,18.569599953480065,5
Hybrid,82,0,42.47939994093031,5
d_mmr_1.0_10,57,1,20.20320005249232,5
Hybrid,43,0,37.03290002886206,5
d_dense_control,42,1,18.729800009168684,5
d_dense_control,52,2,15.335300005972385,5
Hybrid,11,0,33.17000006791204,5
d_dense_control,49,0,20.018500043079257,5
d_mmr_1.0_10,33,2,19.02649994008243,5
d_threshold_0.3,9,1,17.381699988618493,5
d_mmr_1.0_10,87,1,17.167899990454316,5
d_mmr_1.0_10,85,1,18.962500034831464,5
BM25,68,2,16.84130006469786,5
d_mmr_1.0_10,94,0,19.873099983669817,5
BM25,54,1,17.359300050884485,5
Hybrid,97,1,38.382899947464466,5
Hybrid,55,1,33.78089994657785,5
d_mmr_1.0_10,51,1,19.661600003018975,5
BM25,31,0,19.064599997363985,5
BM25,47,1,17.790299956686795,5
Hybrid,31,0,40.252899983897805,5
d_threshold_0.3,94,0,20.07289999164641,5
d_dense_control,46,2,17.715899972245097,5
d_mmr_1.0_10,22,0,19.560299930162728,5
d_mmr_1.0_10,29,0,21.678099990822375,5
d_dense_control,0,0,18.83549999911338,5
d_threshold_0.3,76,2,18.05950002744794,5
BM25,53,2,16.467800014652312,5
d_dense_control,58,1,19.887100090272725,5
BM25,85,0,18.627600045874715,5
d_threshold_0.3,66,0,24.14420002605766,5
d_threshold_0.3,13,1,21.48460003081709,5
BM25,29,1,17.563499975949526,5
Hybrid,80,1,38.10110001359135,5
d_mmr_1.0_10,12,0,19.864899921230972,5
d_dense_control,34,2,17.953400034457445,5
d_dense_control,45,0,20.511000067926943,5
BM25,66,0,18.15679995343089,5
d_dense_control,59,1,20.280499942600727,5
BM25,63,0,16.164100030437112,5
d_mmr_1.0_10,97,1,25.839699897915125,5
d_dense_control,29,2,21.257200045511127,5
Hybrid,46,2,37.042299984022975,5
Hybrid,6,0,36.688099964521825,5
d_mmr_1.0_10,89,1,17.43979996535927,5
d_dense_control,32,0,19.880699925124645,5
d_dense_control,88,1,19.468399928882718,5
d_mmr_1.0_10,76,1,19.133699941448867,5
Hybrid,8,2,36.5357999689877,5
BM25,4,1,21.110899979248643,5
Hybrid,89,2,33.442000043578446,5
d_mmr_1.0_10,2,0,19.27839999552816,5
d_threshold_0.3,6,1,15.118399984203279,5
Hybrid,50,1,37.70099999383092,5
d_dense_control,86,1,23.62750004976988,5
d_mmr_1.0_10,96,2,17.25919998716563,5
d_mmr_1.0_10,78,2,20.883799996227026,5
d_mmr_1.0_10,43,1,19.054600037634373,5
d_mmr_1.0_10,88,2,18.853100016713142,5
Hybrid,35,2,33.60760002397001,5
d_threshold_0.3,83,0,22.497399942949414,5
BM25,18,0,17.37040001899004,5
d_mmr_1.0_10,10,2,18.98349996190518,5
d_threshold_0.3,44,2,16.449799994006753,5
Hybrid,58,2,36.45480005070567,5
Hybrid,49,0,38.646399974823,5
BM25,63,2,16.572799999266863,5
BM25,20,1,17.840499989688396,5
BM25,21,2,17.808500095270574,5
d_dense_control,88,0,19.264900009147823,5
d_mmr_1.0_10,3,0,22.082300041802227,5
BM25,59,1,16.57800003886223,5
d_threshold_0.3,72,0,19.101899932138622,5
d_mmr_1.0_10,61,2,26.752399979159236,5
BM25,69,2,20.29230003245175,5
BM25,95,0,16.10499992966652,5
Hybrid,52,1,36.77919995971024,5
Hybrid,67,0,41.75909992773086,5
Hybrid,87,2,35.2710000006482,5
BM25,17,0,17.999400035478175,5
BM25,76,0,18.08150007855147,5
d_mmr_1.0_10,36,1,20.66809998359531,5
